id2,id,accessPointType,pickupEnabled,lastChange,name,capacityStatus,latitude,longitude,box_type,city_abbr,street,note,slouceny,address,latlong
536,4554390,ParcelBox,True,"2025-05-02T15:35:23,863",PBOX HSH Těrlická (Potravin),Free,49.799750305,18.477882805,PBOX,HSH,Těrlická,Potravin,"""49.799750305,18.477882805"",","Těrlická 1280/2a, 735 35 Horní Suchá, Czechia","49.799750305,18.477882805"
1494,4564243,ParcelBox,True,"2025-05-03T20:34:53,380",PBOX HST Karlštejnská (Úřad),Free,49.922708888,14.197308111,PBOX,HST,Karlštejnská,Úřad,"""49.922708888,14.197308111"",","Karlštejnská 150, 267 18 Hlásná Třebaň-Karlštejn, Czechia","49.922708888,14.197308111"
531,4554001,ParcelBox,True,"2025-05-03T11:14:32,643",PBOX HSV Nám.Republiky (Potravin),Free,50.140639388,12.808336694,PBOX,HSV,Nám.Republiky,Potravin,"""50.140639388,12.808336694"",","nám. Republiky 2, 357 31 Horní Slavkov, Czechia","50.140639388,12.808336694"
425,4545725,ParcelBox,True,"2025-05-02T16:14:52,663",PBOX HSV Nová (TESCO),Free,50.135773111,12.796783111,PBOX,HSV,Nová,TESCO,"""50.135773111,12.796783111"",","Nová 101, 357 31 Horní Slavkov, Czechia","50.135773111,12.796783111"
1149,4391492,ParcelBox,True,"2025-05-04T14:13:06,200",PBOX HTN Dr. E. Beneše (Plus),Free,49.528806111,12.9412025,PBOX,HTN,Dr. E. Beneše,Plus,"""49.528806111,12.9412025"",","Dr. E. Beneše 13, Malé Předměstí, 346 01 Horšovský Týn, Czechia","49.528806111,12.9412025"
1920,4587057,ParcelBox,True,"2025-05-03T18:35:25,600",PBOX HTO Solanec.p.S. (Hospoda),Free,49.428919694,18.218095,PBOX,HTO,Solanec.p.S.,Hospoda,"""49.428919694,18.218095"",","Hutisko-Solanec 734, 756 62 Hutisko-Solanec, Czechia","49.428919694,18.218095"
1584,4567758,ParcelBox,True,"2025-05-02T20:15:11,417",PBOX HUA Hrušky (hasička),Free,49.127877805,16.831028611,PBOX,HUA,Hrušky,hasička,"""49.127877805,16.831028611"",","Hrušky 2, 683 52 Hrušky, Czechia","49.127877805,16.831028611"
1499,4565038,ParcelBox,True,"2025-05-03T11:14:43,593",PBOX HUD Hanzlíčkova (Úřad),Free,50.631271111,13.710998888,PBOX,HUD,Hanzlíčkova,Úřad,"""50.631271111,13.710998888"",","Kubátova 155, 417 22 Háj u Duchcova, Czechia","50.631271111,13.710998888"
1671,4569195,ParcelBox,True,"2025-05-03T09:55:02,733",PBOX HUH U Střediska (Kontejne),Free,49.946566694,18.238874194,PBOX,HUH,U Střediska,Kontejne,"""49.946566694,18.238874194"",","U Střediska 271/3, 747 16 Hať-Hať u Hlučína, Czechia","49.946566694,18.238874194"
202,4496643,ParcelBox,True,"2025-05-03T12:14:21,773",PBOX HUN E. Světlíka (HRUŠK378),Free,49.313126111,17.469970611,PBOX,HUN,E. Světlíka,HRUŠK378,"""49.313126111,17.469970611"",","Eduarda Světlíka 384, 768 24 Hulín, Czechia","49.313126111,17.469970611"
7,4449200,ParcelBox,True,2025-05-02T22:54:02,PBOX HUN Sadová (COOP),Free,49.309914694,17.475878888,PBOX,HUN,Sadová,COOP,"""49.309914694,17.475878888"",","Sadová 1008, 768 24 Hulín, Czechia","49.309914694,17.475878888"
870,4304153,ParcelBox,True,"2025-05-03T15:12:47,933",PBOX HUN Višňovce (Potravin),Free,49.318914694,17.477043888,PBOX,HUN,Višňovce,Potravin,"""49.318914694,17.477043888"",","Višňovce 1215, 768 24 Hulín, Czechia","49.318914694,17.477043888"
1825,4578221,ParcelBox,True,"2025-05-04T14:35:17,597",PBOX HVE Hlavní (Potravin),Free,50.181333611,14.517106694,PBOX,HVE,Hlavní,Potravin,"""50.181333611,14.517106694"",","697, U Špýcharu 25064, 250 64 Hovorčovice-Měšice u Prahy, Czechia","50.181333611,14.517106694"
1639,4568253,ParcelBox,True,"2025-04-26T04:38:27,757",PBOX HVI Hovězí (COOP),Free,49.3039125,18.062521888,PBOX,HVI,Hovězí,COOP,"""49.3039125,18.062521888"",","Hovězí 78, 756 01 Hovězí, Czechia","49.3039125,18.062521888"
446,4548305,ParcelBox,True,"2025-05-02T17:14:50,927",PBOX HVN Hněvotín (U ČS),Free,49.57011,17.185415305,PBOX,HVN,Hněvotín,U ČS,"""49.57011,17.185415305"",","Hněvotín 573, 783 47 Hněvotín, Czechia","49.57011,17.185415305"
1647,4568626,ParcelBox,True,"2025-05-04T16:35:08,580",PBOX HVS Antonína Vaška (OD Tempo),Free,49.899753111,18.093305805,PBOX,HVS,Antonína Vaška,OD Tempo,"""49.899753111,18.093305805"",","Antonína Vaška 9, 747 92 Háj ve Slezsku, Czechia","49.899753111,18.093305805"
3495,4584506,ParcelBox,True,"2025-04-26T04:38:54,937",PBOX HVV Dělnická (KOOP),Free,49.784290305,18.436263305,PBOX,HVV,Dělnická,KOOP,"""49.784290305,18.436263305"",","Dělnická 1565/24c, 736 01 Havířov-Havířov 1, Czechia","49.784290305,18.436263305"
1,4441996,ParcelBox,True,"2025-05-04T15:53:50,880",PBOX HVV Dlouhá třída (OC),Free,49.775506111,18.450683305,PBOX,HVV,Dlouhá třída,OC,"""49.775506111,18.450683305"",","Dlouhá tř. 1623/44D, Podlesí, 736 01 Havířov-Havířov 1, Czechia","49.775506111,18.450683305"
1039,4339394,ParcelBox,True,"2025-05-04T16:13:00,470",PBOX HVV E.F.Buriana (Bílý dům),Free,49.777364194,18.436823888,PBOX,HVV,E.F.Buriana,Bílý dům,"""49.777364194,18.436823888"",","REDON - Bílý dům, vchod z parku, E. F. Buriana 869/4a, 736 01 Havířov-Havířov 1, Czechia","49.777364194,18.436823888"
1519,4566299,ParcelBox,True,"2025-05-04T09:34:52,420",PBOX HVV Gen. Svobody (Potravin),Free,49.8018475,18.414384388,PBOX,HVV,Gen. Svobody,Potravin,"""49.8018475,18.414384388"",","Gen. Svobody 20, 736 01 Havířov-Havířov 1, Czechia","49.8018475,18.414384388"
1515,4566293,ParcelBox,True,"2025-05-03T15:35:05,517",PBOX HVV Hornická (Potravin),Free,49.793283611,18.450211111,PBOX,HVV,Hornická,Potravin,"""49.793283611,18.450211111"",","Hornická 1397/9a, 735 64 Havířov-Havířov 4, Czechia","49.793283611,18.450211111"
1038,4339388,ParcelBox,True,"2025-05-02T18:33:02,683",PBOX HVV Jarošova (Stavočes),Free,49.796166694,18.4031775,PBOX,HVV,Jarošova,Stavočes,"""49.796166694,18.4031775"",","Jarošova 1, 736 01 Havířov 1, Czechia","49.796166694,18.4031775"
1137,4389970,ParcelBox,True,"2025-05-04T16:33:12,917",PBOX HVV Kollárova (B4B),Free,49.7715375,18.4488625,PBOX,HVV,Kollárova,B4B,"""49.7715375,18.4488625"",","Kollárova 1474/1A, Podlesí, 736 01 Havířov-Havířov 1, Czechia","49.7715375,18.4488625"
1518,4566298,ParcelBox,True,"2025-05-03T16:54:54,003",PBOX HVV Lidická (SEMAG),Free,49.799284194,18.400519194,PBOX,HVV,Lidická,SEMAG,"""49.799284194,18.400519194"",","Lidická 886/43, 736 01 Havířov 1, Czechia","49.799284194,18.400519194"
539,4554394,ParcelBox,True,"2025-05-03T14:14:57,330",PBOX HVV Marie Pujmanové (Potravin),Free,49.794089194,18.397363888,PBOX,HVV,Marie Pujmanové,Potravin,"""49.794089194,18.397363888"",","M. Pujmanové 524/1A, Šumbark, 736 01 Havířov-Havířov 1, Czechia","49.794089194,18.397363888"
1520,4566300,ParcelBox,True,"2025-05-02T12:55:26,397",PBOX HVV Mládežnická (Potravin),Free,49.7794725,18.455856111,PBOX,HVV,Mládežnická,Potravin,"""49.7794725,18.455856111"",","Mládežnická 1575/8, Podlesí, 736 01 Havířov-Havířov 1, Czechia","49.7794725,18.455856111"
1861,4581544,ParcelBox,True,"2025-05-03T19:55:11,860",PBOX HVV Moravská (Papin),Free,49.801062194,18.419963305,PBOX,HVV,Moravská,Papin,"""49.801062194,18.419963305"",","Moravská 516/18, Šumbark, 736 01 Havířov-Havířov 1, Czechia","49.801062194,18.419963305"
1721,4570995,ParcelBox,True,"2025-05-04T15:55:08,777",PBOX HVV Studentská (Střela),Free,49.777510805,18.458018111,PBOX,HVV,Studentská,Střela,"""49.777510805,18.458018111"",","Studentská 1592/9A, 736 01 Havířov-Havířov 1, Czechia","49.777510805,18.458018111"
1514,4566291,ParcelBox,True,"2025-05-03T17:14:54,883",PBOX HVV Těšínská (Kopec),Free,49.762054694,18.4642475,PBOX,HVV,Těšínská,Kopec,"""49.762054694,18.4642475"",","Těšínská 1100/50A, Bludovice, 736 01 Havířov-Havířov 1, Czechia","49.762054694,18.4642475"
389,4542844,ParcelBox,True,"2025-05-02T19:54:38,133",PBOX HVV Železničářů (TESCO),Free,49.791066694,18.420067194,PBOX,HVV,Železničářů,TESCO,"""49.791066694,18.420067194"",","Železničářů 1303/8, 736 01 Havířov-Havířov 1, Czechia","49.791066694,18.420067194"
1790,4575242,ParcelBox,True,"2025-05-02T17:55:20,880",PBOX HVV Železničářů (TIXE),Free,49.789090611,18.409426388,PBOX,HVV,Železničářů,TIXE,"""49.789090611,18.409426388"",","Železničářů 1529, 736 01 Havířov-Havířov 1, Czechia","49.789090611,18.409426388"
135,4490505,ParcelBox,True,"2025-05-04T13:54:08,673",PBOX HZE Strakonická (Penny),Free,49.322237194,13.7023125,PBOX,HZE,Strakonická,Penny,"""49.322237194,13.7023125"",","Loretská 169, 341 01 Horažďovice, Czechia","49.322237194,13.7023125"
293,4535873,ParcelBox,True,"2025-05-01T20:55:08,937",PBOX CHB Dragounská (OBI),Free,50.073034388,12.36842,PBOX,CHB,Dragounská,OBI,"""50.073034388,12.36842"",","Dragounská 2563/4, 350 02 Cheb-Cheb 2, Czechia","50.073034388,12.36842"
964,4328609,ParcelBox,True,"2025-05-04T11:12:52,257",PBOX CHB Evropská (IQ Wash),Free,50.073313611,12.374040805,PBOX,CHB,Evropská,IQ Wash,"""50.073313611,12.374040805"",","Svobody 350 02, 350 02 Cheb-Cheb 2, Czechia","50.073313611,12.374040805"
935,4323894,ParcelBox,True,"2025-05-04T11:32:49,900",PBOX CHB Wolkerova (IQ Wash),Free,50.08184,12.381101694,PBOX,CHB,Wolkerova,IQ Wash,"""50.08184,12.381101694"",","Wolkerova 2743/32, 350 02 Cheb-Cheb 2, Czechia","50.08184,12.381101694"
78,4474591,ParcelBox,True,"2025-05-04T15:14:03,777",PBOX CHE U Kultur.domu (COOP),Free,50.035349388,15.412548111,PBOX,CHE,U Kultur.domu,COOP,"""50.035349388,15.412548111"",","bývalá pobočka ČS, a.s, U Kult. domu 351, 533 12 Chvaletice, Czechia","50.035349388,15.412548111"
431,4546868,ParcelBox,True,"2025-05-04T16:54:48,513",PBOX CHM Adámkova (POTRAVIN),Free,50.462231694,13.39551,PBOX,CHM,Adámkova,POTRAVIN,"""50.462231694,13.39551"",","Klicperova 4873, 430 03 Chomutov-Chomutov 3, Czechia","50.462231694,13.39551"
432,4546869,ParcelBox,True,"2025-05-03T18:14:41,780",PBOX CHM Cihlářská (Potravin),Free,50.471081888,13.406559194,PBOX,CHM,Cihlářská,Potravin,"""50.471081888,13.406559194"",","Blatenská 4040, 430 03 Chomutov-Chomutov 3, Czechia","50.471081888,13.406559194"
92,4476854,ParcelBox,True,"2025-05-04T15:54:10,647",PBOX CHM Černovická (UNIHOBBY),Free,50.457033888,13.396071111,PBOX,CHM,Černovická,UNIHOBBY,"""50.457033888,13.396071111"",","Nádražní 593, 430 03 Chomutov-Chomutov 3, Czechia","50.457033888,13.396071111"
1125,4385334,ParcelBox,True,"2025-05-04T17:13:06,617",PBOX CHM JIRÁSKOVA (JITŘENKA),Free,50.470230611,13.398210305,PBOX,CHM,JIRÁSKOVA,JITŘENKA,"""50.470230611,13.398210305"",","Jiráskova 4170, 430 03 Chomutov-Chomutov 3, Czechia","50.470230611,13.398210305"
1169,4394192,ParcelBox,True,"2025-05-04T14:53:06,857",PBOX CHM JIRÁSKOVA (PARKOVIŠ),Free,50.466388305,13.406313111,PBOX,CHM,JIRÁSKOVA,PARKOVIŠ,"""50.466388305,13.406313111"",","Jiráskova 5959, 430 03 Chomutov-Chomutov 3, Czechia","50.466388305,13.406313111"
1260,4440374,ParcelBox,True,"2025-05-04T15:33:28,347",PBOX CHM Písečná (LIDL),Free,50.488811388,13.446411888,PBOX,CHM,Písečná,LIDL,"""50.488811388,13.446411888"",","Písečná 5583, 430 04 Chomutov 4, Czechia","50.488811388,13.446411888"
1538,4566980,ParcelBox,True,"2025-05-03T17:34:52,400",PBOX CHM Písečná (TESCO),Free,50.484660305,13.437023888,PBOX,CHM,Písečná,TESCO,"""50.484660305,13.437023888"",","Písečná 5376, 430 00 Chomutov-Chomutov 4, Czechia","50.484660305,13.437023888"
1124,4385333,ParcelBox,True,"2025-05-04T16:13:09,750",PBOX CHM POD BŘÍZAMI (POTRAVIN),Free,50.491305305,13.438580305,PBOX,CHM,POD BŘÍZAMI,POTRAVIN,"""50.491305305,13.438580305"",","Pod Břízami 5251, 430 04 Chomutov-Chomutov 4, Czechia","50.491305305,13.438580305"
896,4305870,ParcelBox,True,"2025-05-04T15:52:49,117",PBOX CHM Pod Strážiště (LIDL),Free,50.476056111,13.409550805,PBOX,CHM,Pod Strážiště,LIDL,"""50.476056111,13.409550805"",","Pod Strážištěm 5723, 430 04 Chomutov-Chomutov 4, Czechia","50.476056111,13.409550805"
688,4265936,ParcelBox,True,"2025-05-04T10:12:27,927",PBOX CHM Žižkovo nám. (OC),Free,50.460897805,13.415451111,PBOX,CHM,Žižkovo nám.,OC,"""50.460897805,13.415451111"",","Žižkovo nám. 5762, 430 01 Chomutov-Chomutov 1, Czechia","50.460897805,13.415451111"
1553,4567311,ParcelBox,True,"2025-05-02T15:15:22,243",PBOX CHO Chotyně (Obec),Free,50.835543305,14.869219388,PBOX,CHO,Chotyně,Obec,"""50.835543305,14.869219388"",","Chotyně 158, 463 34 Chotyně, Czechia","50.835543305,14.869219388"
3563,4626651,ParcelBox,True,"2025-04-30T16:37:29,927",PBOX CHO Podhomolí (Konzum),Free,49.99755,16.214479694,PBOX,CHO,Podhomolí,Konzum,"""49.99755,16.214479694"",","Ruská, Podhomolí 1555, 565 01 Choceň-Choceň 1, Czechia","49.99755,16.214479694"
184,4495326,ParcelBox,True,"2025-05-03T18:14:21,737",PBOX CHR Dašická (Mercia),Free,49.9562375,15.799790805,PBOX,CHR,Dašická,Mercia,"""49.9562375,15.799790805"",","Dašická 1228, 537 01 Chrudim-Chrudim 1, Czechia","49.9562375,15.799790805"
1183,4402519,ParcelBox,True,"2025-05-04T15:13:09,880",PBOX CHR Dr.M.Horákové (TESCO),Free,49.937248305,15.802418111,PBOX,CHR,Dr.M.Horákové,TESCO,"""49.937248305,15.802418111"",","Dr.Milady Horákové 10, 537 01 Chrudim-Chrudim 1, Czechia","49.937248305,15.802418111"
371,4541707,ParcelBox,True,"2025-05-04T14:14:27,647",PBOX CHR Na Ostrově (Sampadar),Free,49.942780305,15.795053611,PBOX,CHR,Na Ostrově,Sampadar,"""49.942780305,15.795053611"",","177, Na Ostrově, 537 01 Chrudim-Chrudim 1, Czechia","49.942780305,15.795053611"
146,4492430,ParcelBox,True,"2025-05-02T18:54:41,030",PBOX CHR NaRozhledně (Šatlava),Free,49.954006694,15.779775305,PBOX,CHR,NaRozhledně,Šatlava,"""49.954006694,15.779775305"",","Chrudim, Na rozhledně, 537 01 Chrudim-Chrudim 1, Czechia","49.954006694,15.779775305"
910,4308378,ParcelBox,True,"2025-05-03T09:12:48,583",PBOX CHR Palackého tř. (COOP),Free,49.946849694,15.791610805,PBOX,CHR,Palackého tř.,COOP,"""49.946849694,15.791610805"",","Palackého tř. 764, 537 01 Chrudim-Chrudim 1, Czechia","49.946849694,15.791610805"
968,4328619,ParcelBox,True,"2025-05-03T13:32:51,713",PBOX CHR Topolská (Home st),Free,49.951013888,15.816274194,PBOX,CHR,Topolská,Home st,"""49.951013888,15.816274194"",","Topolská 1204, 537 05 Chrudim-Chrudim IV, Czechia","49.951013888,15.816274194"
407,4544464,ParcelBox,True,"2025-05-04T11:34:34,803",PBOX CHV Bílkova (zastávka),Free,49.403130305,14.806051111,PBOX,CHV,Bílkova,zastávka,"""49.403130305,14.806051111"",","Bílkova 294/294, 391 55 Chýnov, Czechia","49.403130305,14.806051111"
1459,4561222,ParcelBox,True,"2025-05-04T15:34:54,397",PBOX INH Palackého nám. (HRUŠKA),Free,49.305176111,17.092141694,PBOX,INH,Palackého nám.,HRUŠKA,"""49.305176111,17.092141694"",","Palackého nám. 145/16, 683 23 Ivanovice na Hané, Czechia","49.305176111,17.092141694"
812,4299544,ParcelBox,True,"2025-05-02T10:33:17,377",PBOX IVC Na Hrázi (TJ Sokol),Free,49.094599694,16.364916888,PBOX,IVC,Na Hrázi,TJ Sokol,"""49.094599694,16.364916888"",","Na Hrázi 169/25, Alexovice, 664 91 Ivančice, Czechia","49.094599694,16.364916888"
1227,4425531,ParcelBox,True,"2025-05-04T15:13:14,770",PBOX IVC Oslavanská (TESCO),Free,49.103947805,16.365052805,PBOX,IVC,Oslavanská,TESCO,"""49.103947805,16.365052805"",","Oslavanská 1548, 664 91 Ivančice, Czechia","49.103947805,16.365052805"
338,4540499,ParcelBox,True,"2025-05-02T18:54:57,680",PBOX IVC Rybářská (Sokol),Free,49.100171694,16.382491694,PBOX,IVC,Rybářská,Sokol,"""49.100171694,16.382491694"",","Rybářská 33, 664 91 Ivančice, Czechia","49.100171694,16.382491694"
1677,4569209,ParcelBox,True,"2025-05-03T16:55:01,677",PBOX JAB Dalešická (Zastávka),Free,50.700616111,15.177571111,PBOX,JAB,Dalešická,Zastávka,"""50.700616111,15.177571111"",","Dalešická 184, 468 01 Jablonec nad Nisou-Jablonec nad Nisou 8, Czechia","50.700616111,15.177571111"
1555,4567313,ParcelBox,True,"2025-05-02T09:56:27,303",PBOX JAB JablnadJizer (MOL),Free,50.699558888,15.43472,PBOX,JAB,JablnadJizer,MOL,"""50.699558888,15.43472"",","Jablonec nad Jizerou 800, 512 43 Jablonec nad Jizerou, Czechia","50.699558888,15.43472"
254,4506912,ParcelBox,True,"2025-05-04T13:14:25,050",PBOX JBA Jablůnka (REPO-REC),Free,49.384459694,17.950759194,PBOX,JBA,Jablůnka,REPO-REC,"""49.384459694,17.950759194"",","Jablůnka 54, 756 23 Jablůnka, Czechia","49.384459694,17.950759194"
1218,4422355,ParcelBox,True,"2025-05-04T16:53:21,820",PBOX JBN NA KOPCI (PRAMEN),Free,50.723509694,15.155106888,PBOX,JBN,NA KOPCI,PRAMEN,"""50.723509694,15.155106888"",","Na Kopci 3297/8, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia","50.723509694,15.155106888"
764,4279089,ParcelBox,True,"2025-05-03T20:12:32,467",PBOX JBN Podhorská (Vendys),Free,50.733130611,15.187880805,PBOX,JBN,Podhorská,Vendys,"""50.733130611,15.187880805"",","150a, Podhorská 5265, 466 02 Jablonec nad Nisou-Jablonec nad Nisou 2, Czechia","50.733130611,15.187880805"
1204,4418623,ParcelBox,True,"2025-05-02T19:13:21,557",PBOX JBN RIEGROVA (BARVY),Free,50.731553305,15.160966694,PBOX,JBN,RIEGROVA,BARVY,"""50.731553305,15.160966694"",","Riegrova 4067/38, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia","50.731553305,15.160966694"
1232,4429415,ParcelBox,True,"2025-05-04T11:33:16,533",PBOX JBN ROOSEVELTOVA (Kadeřnic),Free,50.731254194,15.165938111,PBOX,JBN,ROOSEVELTOVA,Kadeřnic,"""50.731254194,15.165938111"",","Rooseveltova 2850/1, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia","50.731254194,15.165938111"
1510,4566281,ParcelBox,True,"2025-04-30T16:35:19,300",PBOX JBN Smetanova (Servis),Free,50.729038611,15.174835805,PBOX,JBN,Smetanova,Servis,"""50.729038611,15.174835805"",","Smetanova 69, 466 01 Jablonec nad Nisou-Jablonec nad Nisou 1, Czechia","50.729038611,15.174835805"
359,4541535,ParcelBox,True,"2025-05-04T16:34:36,510",PBOX JBN Zemědělská (KOVOM),Free,50.747563611,15.135591111,PBOX,JBN,Zemědělská,KOVOM,"""50.747563611,15.135591111"",","Zemědělská 47, Lukášov, 466 05 Jablonec nad Nisou-Jablonec nad Nisou 5, Czechia","50.747563611,15.135591111"
335,4539417,ParcelBox,True,"2025-05-03T11:34:33,357",PBOX JBN Želivského (OBI),Free,50.734281388,15.159516388,PBOX,JBN,Želivského,OBI,"""50.734281388,15.159516388"",","Želivského 5231/2a, 466 05 Jablonec nad Nisou-Jablonec nad Nisou 5, Czechia","50.734281388,15.159516388"
538,4554393,ParcelBox,True,"2025-05-03T16:14:49,257",PBOX JBV Alej míru (Potravin),Free,49.571678111,18.758880611,PBOX,JBV,Alej míru,Potravin,"""49.571678111,18.758880611"",","Alej míru 321, 739 91 Jablunkov, Czechia","49.571678111,18.758880611"
1505,4566273,ParcelBox,True,"2025-05-02T09:02:53,570",PBOX JCN Boženy Němcové (obchod),Free,50.437802805,15.349300305,PBOX,JCN,Boženy Němcové,obchod,"""50.437802805,15.349300305"",","B. Němcové 50, 506 01 Jičín-Jičín 1, Czechia","50.437802805,15.349300305"
75,4474588,ParcelBox,True,"2025-05-03T16:14:10,080",PBOX JCN Hradecká (Tesco),Free,50.4352365,15.368703805,PBOX,JCN,Hradecká,Tesco,"""50.4352365,15.368703805"",","Hradecká 1141, 506 01 Jičín-Jičín 1, Czechia","50.4352365,15.368703805"
1812,4576314,ParcelBox,True,"2025-05-02T09:56:49,380",PBOX JCN Jungmannova (Generali),Free,50.433712805,15.356834194,PBOX,JCN,Jungmannova,Generali,"""50.433712805,15.356834194"",","Jungmannova 34, 506 01 Jičín-Jičín 1, Czechia","50.433712805,15.356834194"
345,4540516,ParcelBox,True,"2025-05-03T16:34:35,343",PBOX JCN Karla Vika (Konzum),Free,50.427386694,15.350475305,PBOX,JCN,Karla Vika,Konzum,"""50.427386694,15.350475305"",","K. Vika 368, 506 01 Jičín-Jičín 1, Czechia","50.427386694,15.350475305"
2528,4328207,ParcelBox,True,"2025-05-04T12:52:52,653",PBOX JCN L. Janáčka (Potravin),Free,50.442549194,15.3569075,PBOX,JCN,L. Janáčka,Potravin,"""50.442549194,15.3569075"",","Leoše Janáčka 888, 506 01 Jičín-Jičín 1, Czechia","50.442549194,15.3569075"
277,4533707,ParcelBox,True,"2025-05-03T10:54:26,573",PBOX JCN Prachovská (Konzum),Free,50.4424325,15.344072805,PBOX,JCN,Prachovská,Konzum,"""50.4424325,15.344072805"",","Prachovská 423, 506 01 Jičín-Jičín 1, Czechia","50.4424325,15.344072805"
730,4273403,ParcelBox,True,"2025-05-03T08:32:31,077",PBOX JED Havlíčkovo nám (COOP),Free,49.342400305,16.753662805,PBOX,JED,Havlíčkovo nám,COOP,"""49.342400305,16.753662805"",","587, Havlíčkovo nám., 679 06 Jedovnice, Czechia","49.342400305,16.753662805"
1526,4566953,ParcelBox,True,"2025-05-02T23:35:15,793",PBOX JEV Jevišovice (kavárna),Free,48.987133055,15.989140555,PBOX,JEV,Jevišovice,kavárna,"""48.987133055,15.989140555"",","Jevišovice 332, 671 53 Jevišovice, Czechia","48.987133055,15.989140555"
130,4489581,ParcelBox,True,"2025-05-04T16:14:18,070",PBOX JIH Brněnská (TESCO),Free,49.396643194,15.6102735,PBOX,JIH,Brněnská,TESCO,"""49.396643194,15.6102735"",","Brněnská 4971/74, 586 01 Jihlava-Jihlava 1, Czechia","49.396643194,15.6102735"
8,4449211,ParcelBox,True,"2025-05-04T17:13:50,907",PBOX JIH Březinova (ALBERT),Free,49.402228611,15.601715805,PBOX,JIH,Březinova,ALBERT,"""49.402228611,15.601715805"",","1 Jihlava-Jihlava 1 CZ, Březinova 4248/62, 586 01 Jihlava-Jihlava 1, Czechia","49.402228611,15.601715805"
739,4274282,ParcelBox,True,"2025-05-04T17:32:33,137",PBOX JIH Jiráskova (LIDL),Free,49.402389194,15.575831694,PBOX,JIH,Jiráskova,LIDL,"""49.402389194,15.575831694"",","Jiráskova 5201/66, 586 01 Jihlava-Jihlava 1, Czechia","49.402389194,15.575831694"
1733,4571813,ParcelBox,True,"2025-05-03T08:15:22,190",PBOX JIH Pávovská (Cakl),Free,49.426365,15.600350305,PBOX,JIH,Pávovská,Cakl,"""49.426365,15.600350305"",","Pávovská 4806/14A, Bedrichov, 586 01 Jihlava-Jihlava 1, Czechia","49.426365,15.600350305"
977,4329733,ParcelBox,True,"2025-05-04T14:12:50,903",PBOX JIH Rantířovská (Terno),Free,49.394966388,15.566918611,PBOX,JIH,Rantířovská,Terno,"""49.394966388,15.566918611"",","Rantířovská 4787/1, 586 01 Jihlava-Jihlava 1, Czechia","49.394966388,15.566918611"
1763,4573153,ParcelBox,True,"2025-05-04T14:55:05,127",PBOX JIH Vrchlického (UNIHOBBY),Free,49.399173111,15.567460805,PBOX,JIH,Vrchlického,UNIHOBBY,"""49.399173111,15.567460805"",","Vrchlického 4843/61, 586 01 Jihlava-Jihlava 1, Czechia","49.399173111,15.567460805"
267,4532032,ParcelBox,True,"2025-05-04T12:54:27,327",PBOX JLI Jalubí (COOP),Free,49.117974194,17.426671888,PBOX,JLI,Jalubí,COOP,"""49.117974194,17.426671888"",","Jalubí 548, 687 05 Jalubí, Czechia","49.117974194,17.426671888"
762,4278888,ParcelBox,True,"2025-05-04T15:12:34,300",PBOX JLV Modrá (Vendys),Free,50.761474388,14.098768611,PBOX,JLV,Modrá,Vendys,"""50.761474388,14.098768611"",","Modrá 176, 407 02 Jílové-Modrá u Děčína, Czechia","50.761474388,14.098768611"
1831,4579530,ParcelBox,True,"2025-05-02T18:55:45,743",PBOX JME Palackého,Free,49.018734388,15.575006888,PBOX,JME,Palackého,chybi,"""49.018734388,15.575006888"",","Palackého 771, 675 31 Jemnice, Czechia","49.018734388,15.575006888"
654,4560885,ParcelBox,True,"2025-04-30T09:36:04,673",PBOX JMR Na Rejsce (Rejska),Free,50.342706888,15.905527194,PBOX,JMR,Na Rejsce,Rejska,"""50.342706888,15.905527194"",","Na Rejsce 345, 551 01 Jaroměř-Pražské Předměstí, Czechia","50.342706888,15.905527194"
76,4474589,ParcelBox,True,"2025-05-03T18:54:02,350",PBOX JMR Pionýrská (COOP),Free,50.350240805,15.922090305,PBOX,JMR,Pionýrská,COOP,"""50.350240805,15.922090305"",","Pionýrská 713, 551 01 Jaroměř-Jaroměř 1, Czechia","50.350240805,15.922090305"
1051,4340561,ParcelBox,True,"2025-05-03T19:52:55,413",PBOX JMR Svat. Čecha (u banky),Free,50.34815,15.912888611,PBOX,JMR,Svat. Čecha,u banky,"""50.34815,15.912888611"",","Svatopluka Čecha 63, 551 01 Jaroměř-Jaroměř 1, Czechia","50.34815,15.912888611"
327,4539194,ParcelBox,True,"2025-04-30T13:55:00,747",PBOX JNH 28.října (ÚAMK),Free,49.136817805,15.010425805,PBOX,JNH,28.října,ÚAMK,"""49.136817805,15.010425805"",","28. října 528, 377 01 Jindřichův Hradec-Jindřichův Hradec III, Czechia","49.136817805,15.010425805"
3612,4718458,ParcelBox,True,"2025-05-03T08:55:42,210",PBOX JNH Pražská (FLOP),Free,49.151491888,14.997135805,PBOX,JNH,Pražská,FLOP,"""49.151491888,14.997135805"",","9. května 875, 377 01 Jindřichův Hradec-Jindřichův Hradec II, Czechia","49.151491888,14.997135805"
